"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow","UNIT {logPow}","logBB","UNIT {logBB}","Cbrain/Cblood","UNIT {Cbrain/Cblood}","LogD","UNIT {LogD}","P(BMEC)","UNIT {P(BMEC)}","Kpu(brain)","UNIT {Kpu(brain)}","Kpu(adipose)","UNIT {Kpu(adipose)}","Kpu(bone)","UNIT {Kpu(bone)}","Kpu(heart)","UNIT {Kpu(heart)}","Kpu(kidney)","UNIT {Kpu(kidney)}","Kpu(liver)","UNIT {Kpu(liver)}","Kpu(lungs)","UNIT {Kpu(lungs)}","Kpu(muscle)","UNIT {Kpu(muscle)}","Kpu(pancreas)","UNIT {Kpu(pancreas)}","Kpu(skin)","UNIT {Kpu(skin)}","Kpu(spleen)","UNIT {Kpu(spleen)}","Kpu(stomach)","UNIT {Kpu(stomach)}","Lambda(blood/g)","UNIT {Lambda(blood/g)}","Lambda(brain/g)","UNIT {Lambda(brain/g)}","Lambda(fat/g)","UNIT {Lambda(fat/g)}","Lambda(kidney/g)","UNIT {Lambda(kidney/g)}","Lambda((lungs/g)","UNIT {Lambda((lungs/g)}","Lambda(muscle/g)","UNIT {Lambda(muscle/g)}","Lambda(plasma/g)","UNIT {Lambda(plasma/g)}","Cblood/Cair","UNIT {Cblood/Cair}","Cbrain/Cair","UNIT {Cbrain/Cair}","Cfat/Cair","UNIT {Cfat/Cair}","Cfat/Cblood","UNIT {Cfat/Cblood}","Ckidney/Cblood","UNIT {Ckidney/Cblood}","Ckidney/Cair","UNIT {Ckidney/Cair}","Cliver/Cblood","UNIT {Cliver/Cblood}","Cliver/Cair","UNIT {Cliver/Cair}","Cmuscle/Cair","UNIT {Cmuscle/Cair}","Cmuscle/Cblood","UNIT {Cmuscle/Cblood}","Cwater/Cair","UNIT {Cwater/Cair}","SIF solubility","UNIT {SIF solubility}","Plasma stability","UNIT {Plasma stability}","LogL(water)","UNIT {LogL(water)}","LogL(blood)","UNIT {LogL(blood)}","logPow {measured, converted}","UNIT {logPow}","logBB {measured, converted}","UNIT {logBB}","Cbrain/Cblood {measured, converted}","UNIT {Cbrain/Cblood}","LogD {measured, converted}","UNIT {LogD}","P(BMEC) {measured, converted}","UNIT {P(BMEC)}","Kpu(brain) {measured, converted}","UNIT {Kpu(brain)}","Kpu(adipose) {measured, converted}","UNIT {Kpu(adipose)}","Kpu(bone) {measured, converted}","UNIT {Kpu(bone)}","Kpu(heart) {measured, converted}","UNIT {Kpu(heart)}","Kpu(kidney) {measured, converted}","UNIT {Kpu(kidney)}","Kpu(liver) {measured, converted}","UNIT {Kpu(liver)}","Kpu(lungs) {measured, converted}","UNIT {Kpu(lungs)}","Kpu(muscle) {measured, converted}","UNIT {Kpu(muscle)}","Kpu(pancreas) {measured, converted}","UNIT {Kpu(pancreas)}","Kpu(skin) {measured, converted}","UNIT {Kpu(skin)}","Kpu(spleen) {measured, converted}","UNIT {Kpu(spleen)}","Kpu(stomach) {measured, converted}","UNIT {Kpu(stomach)}","Lambda(blood/g) {measured, converted}","UNIT {Lambda(blood/g)}","Lambda(brain/g) {measured, converted}","UNIT {Lambda(brain/g)}","Lambda(fat/g) {measured, converted}","UNIT {Lambda(fat/g)}","Lambda(kidney/g) {measured, converted}","UNIT {Lambda(kidney/g)}","Lambda((lungs/g) {measured, converted}","UNIT {Lambda((lungs/g)}","Lambda(muscle/g) {measured, converted}","UNIT {Lambda(muscle/g)}","Lambda(plasma/g) {measured, converted}","UNIT {Lambda(plasma/g)}","Cblood/Cair {measured, converted}","UNIT {Cblood/Cair}","Cbrain/Cair {measured, converted}","UNIT {Cbrain/Cair}","Cfat/Cair {measured, converted}","UNIT {Cfat/Cair}","Cfat/Cblood {measured, converted}","UNIT {Cfat/Cblood}","Ckidney/Cblood {measured, converted}","UNIT {Ckidney/Cblood}","Ckidney/Cair {measured, converted}","UNIT {Ckidney/Cair}","Cliver/Cblood {measured, converted}","UNIT {Cliver/Cblood}","Cliver/Cair {measured, converted}","UNIT {Cliver/Cair}","Cmuscle/Cair {measured, converted}","UNIT {Cmuscle/Cair}","Cmuscle/Cblood {measured, converted}","UNIT {Cmuscle/Cblood}","Cwater/Cair {measured, converted}","UNIT {Cwater/Cair}","SIF solubility {measured, converted}","UNIT {SIF solubility}","Plasma stability {measured, converted}","UNIT {Plasma stability}","LogL(water) {measured, converted}","UNIT {LogL(water)}","LogL(blood) {measured, converted}","UNIT {LogL(blood)}","pH","UNIT {pH}","Temperature","UNIT {Temperature}","Equil. Method","Analytical Method","LogP exp Reference","LogP Exp class","Recommended","logPow Method","logPow Buffer","Aq. Phase","Phase Analysed","Tissue","Dataset","Species"
"C1=CC=2CCCNC2N=C1CCCN3CCN(C3=O)C(CC(=O)O)C4=CC=5OCCC5C=C4","-","-","3","-","A2","14561098","-","-","0.8","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","631.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.4","Log unit","","-","","","","","","","","","","","",""
"C1=CC=2CCCNC2N=C1CCCN3CCN(C3=O)C(CC(=O)O)C4=CC(F)=C(OC)C=C4","-","-","4","-","A2","14561098","-","-","0.82","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","660.7","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.4","Log unit","","-","","","","","","","","","","","",""
"C1=CC=2CCCNC2N=C1CCCN3CCN(C3=O)C(CC(=O)O)C4=CN=CC=C4","-","-","5","-","A2","14561098","-","-","-0.55","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.18","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.4","Log unit","","-","","","","","","","","","","","",""
"O=C1N(CCCC2=NC3=C(C=C2)CCCN3)CCN1C(C4=CC=C(N=C4)OC)CC(=O)O","-","-","6","-","A2","14561098","-","-","0.21","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","162.2","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.4","Log unit","","-","","","","","","","","","","","",""
"OC(=O)C1=C(C2=C(Cl)C=C(Cl)C=C2N1)CNC(=O)C3=CC=CC=C3","-","-","8","-","A3","12502360","-","-","2.36","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22910.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.0","Log unit","","-","","","","","","","","","","","",""
"OC(=O)C1=C(C2=C(C=C(C=C2N1)Cl)Cl)CNS(=O)(=O)C3=CC=CC=C3","-","-","10","-","A3","12502360","-","-","3.1","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","125900.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.0","Log unit","","-","","","","","","","","","","","",""
"OC(=O)C1=C(C2=C(C=C(C=C2N1)Cl)Cl)CNC(=O)NC3=CC=CC=C3","-","-","12","-","A3","12502360","-","-","2.83","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","67610.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.0","Log unit","","-","","","","","","","","","","","",""
"OC(=O)C1=C(C2=C(Cl)C=C(Cl)C=C2N1)CN3CC(=O)N(C4=CC=CC=C4)C3=O","-","-","20a","-","A3","12502360","-","-","2.16","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14450.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.0","Log unit","","-","","","","","","","","","","","",""
"NS(=O)(=O)C1=CC=CC=C1C2=CC=C(C=C2)NC(=O)C3=CC(C)=NN3C4=CC(C(=N)N)=CC=C4","-","-","1","-","A4","14521405","-","-","1.5","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3162.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","HPLC","","","","","",""
"NS(=O)(=O)C1=CC=CC=C1C2=CC=C(C=C2)NC(=O)C3=CC(C)=NN3C4=CC(CN)=CC=C4","-","-","17a","-","A4","14521405","-","-","1.7","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5012.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","HPLC","","","","","",""
"NS(=O)(=O)C1=CC=CC=C1C2=CC=C(C=C2)NC(=O)C3=CC(C)=NN3C4=CC=C(OC)C=C4","-","-","22a","-","A4","14521405","-","-","2.9","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79430.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","HPLC","","","","","",""
"NS(=O)(C1=C(C2=CC=C(NC(C3=CC(C)=NN3C4=CC=C(C(N)=O)C=C4)=O)C=C2)C=CC=C1)=O","-","-","22b","-","A4","14521405","-","-","2.1","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12590.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","HPLC","","","","","",""
"NS(=O)(=O)C1=CC=CC=C1C2=CC=C(C=C2)NC(=O)C3=CC(C)=NN3C4=CC=5C(N)=NOC5C=C4","-","-","23a","-","A4","14521405","-","-","2.3","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19950.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","HPLC","","","","","",""
"NS(=O)(C1=C(C2=CC=C(NC(C3=CC(C)=NN3C4=CC5=C(C=C4)C=CN=C5N)=O)C=C2)C=CC=C1)=O","-","-","24a","-","A4","14521405","-","-","2.6","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39810.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","HPLC","","","","","",""
"O=C1NC(=O)C(C)=CN1C2CC(N=[N+]=[N-])C(O2)COP(=O)(OCCSC(=O)C(C)(C)C)OC3=CC=C(CC(N)C(=O)O)C=C3","-","-","1","-","A5","12593658","-","-","0.25","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","177.8","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.2","Log unit","","-","","","","","","shake flask","phosphate","","","","",""
"O=C1NC(=O)C(C)=CN1C2OC(C(C2)N=[N+]=[N-])COP(=O)(OCCSC(=O)C(C)(C)C)OC3=CC=C(CC(N)CO)C=C3","-","-","4","-","A5","12593658","-","-","0.64","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","436.5","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.2","Log unit","","-","","","","","","shake flask","phosphate","","","","",""
"O=C1NC(=O)C(=CN1C2CC(N=[N+]=[N-])C(O2)COP(=O)(OCCSC(=O)C(C)(C)C)OC3=CC=C(C=C3)CC(N)C(=O)N)C","-","-","7","-","A5","12593658","-","-","1.27","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1862.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.2","Log unit","","-","","","","","","shake flask","phosphate","","","","",""
"O=C1NC(=O)C(=CN1C2OC(C(C2)N=[N+]=[N-])COP(=O)(OCCSC(=O)C(C)(C)C)OC3=CC=C(C=C3)CC(NC(=O)C)C(=O)N)C","-","-","8","-","A5","12593658","-","-","1.52","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3311.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.2","Log unit","","-","","","","","","shake flask","phosphate","","","","",""
"CCCCCCCC[N+](C)(C)CCS(=O)(=O)[O-]","-","-","1","-","A6","12924552","-","-","0.29","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","195.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"CCCCCCCCCCCC[N+](C)(C)CCS(=O)(=O)[O-]","-","-","2","-","A6","12924552","-","-","1.79","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6166.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"CCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","3","-","A6","12924552","-","-","-1.22","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.026","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"CCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","4","-","A6","12924552","-","-","-1.97","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.072","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"CCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","5","-","A6","12924552","-","-","-0.47","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33.88","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","6","-","A6","12924552","-","-","0.57","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","371.5","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","7","-","A6","12924552","-","-","1.65","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4467.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"C1=CC=CC=C1C[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","8","-","A6","12924552","-","-","-2.27","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.537","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
"C1=CC=CC=C1CC[N+](C)(C)CCCS(=O)(=O)[O-]","-","-","9","-","A6","12924552","-","-","-1.87","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.349","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","SF","HPLC","","","","stir-flask","","W","","","",""
